시·군·구,중심 위도,중심 경도,매칭 EPW 파일명,기상지점 위도,기상지점 경도,기준년도,location name,WMO code,Station_num,기준연도_이전,기준연도_직후,기준연도_N년차
강원도 태백시,37.164132,128.985735,KOR_KW_Taebaek.Provincial.Park.471223_TMYx.2009-2023,37.1212,128.9079,'09-'23,Taebaek.Provincial.Park,471223,216,2018,2023,2023
강원도 속초시,38.207169,128.59184,KOR_KW_Sokcho.470900_TMYx.2009-2023,38.2508,128.5647,'09-'23,Sokcho,470900,90,2018,2023,2023
강원도 삼척시,37.4499354,129.1651479,KOR_KW_Donghae.Radar.471060_TMYx.2009-2023,37.5069,129.1244,'09-'23,Donghae.Radar,471060,106,2018,2023,2023
강원도 홍천군,37.697207,127.888518,KOR_KW_Hongchon.693624_TMYx.2009-2023,37.683,127.883,'09-'23,Hongchon,693624,212,2018,2023,2023
강원도 횡성군,37.491803,127.985022,KOR_KW_Wonju.WS.471140_TMYx.2009-2023,37.3375,127.9467,'09-'23,Wonju.WS,471140,114,2018,2023,2023
강원도 영월군,37.183774,128.46185,KOR_KW_Yeongwol.WS.471210_TMYx.2009-2023,37.1814,128.4575,'09-'23,Yeongwol.WS,471210,121,2018,2023,2023
강원도 평창군,37.37077,128.390193,KOR_KW_Yeongwol.WS.471210_TMYx.2009-2023,37.1814,128.4575,'09-'23,Yeongwol.WS,471210,121,2018,2023,2023
강원도 정선군,37.380609,128.660871,KOR_KW_Yeongwol.WS.471210_TMYx.2009-2023,37.1814,128.4575,'09-'23,Yeongwol.WS,471210,217,2018,2023,2023
강원도 철원군,38.146861,127.313472,KOR_KW_Cheorwon.470950_TMYx.2009-2023,38.1478,127.3042,'09-'23,Cheorwon,470950,95,2018,2023,2023
강원도 화천군,38.106181,127.708216,KOR_KW_Sachang.Ri.693614_TMYx.2009-2023,38.067,127.517,'09-'23,Sachang.Ri,693614,93,2018,2023,2023
강원도 양구군,38.109992,127.99,KOR_KW_Yanggu.692094_TMYx.2009-2023,38.117,128.033,'09-'23,Yanggu,692094,211,2018,2023,2023
강원도 인제군,38.069732,128.170352,KOR_KW_Yanggu.692094_TMYx.2009-2023,38.117,128.033,'09-'23,Yanggu,692094,211,2018,2023,2023
강원도 고성군,38.3806154,128.4678625,KOR_KW_Geojin.470800_TMYx.2009-2023,38.45,128.45,'09-'23,Geojin,470800,90,2018,2023,2023
강원도 양양군,38.075493,128.619145,KOR_KW_Yangyang.Intl.AP.470920_TMYx.2009-2023,38.061,128.669,'09-'23,Yangyang.Intl.AP,470920,90,2018,2023,2023
충청북도 청주시,36.6424987,127.488975,KOR_HB_Cheongju.WS.471310_TMYx.2009-2023,36.6392,127.4406,'09-'23,Cheongju.WS,471310,131,2018,2023,2023
충청북도 충주시,36.991105,127.926012,KOR_HB_Jungwon.AB.471250_TMYx.2009-2023,37.0167,127.8833,'09-'23,Jungwon.AB,471250,127,2018,2023,2023
충청북도 제천시,37.132646,128.191037,KOR_KW_Yeongwol.WS.471210_TMYx.2009-2023,37.1814,128.4575,'09-'23,Yeongwol.WS,471210,221,2018,2023,2023
충청북도 보은군,36.489455,127.729485,KOR_HB_Seongmu.AB.471240_TMYx.2009-2023,36.568,127.5,'09-'23,Seongmu.AB,471240,226,2018,2023,2023
충청북도 옥천군,36.3064369,127.5714191,KOR_TJ_Daejeon.WS.471330_TMYx.2009-2023,36.3719,127.3722,'09-'23,Daejeon.WS,471330,133,2018,2023,2023
충청북도 영동군,36.175047,127.783423,KOR_HB_Chupungnyeong.471350_TMYx.2009-2023,36.2203,127.9944,'09-'23,Chupungnyeong,471350,135,2018,2023,2023
충청북도 증평군,36.785345,127.581507,KOR_HB_Cheongju.Intl.AP.471280_TMYx.2009-2023,36.7167,127.5,'09-'23,Cheongju.Intl.AP,471280,131,2018,2023,2023
충청북도 진천군,36.85542,127.435602,KOR_HN_Cheonan.471450_TMYx.2009-2023,36.7625,127.2928,'09-'23,Cheonan,471450,232,2018,2023,2023
충청북도 괴산군,36.815381,127.786704,KOR_HB_Jungwon.AB.471250_TMYx.2009-2023,37.0167,127.8833,'09-'23,Jungwon.AB,471250,127,2018,2023,2023
충청북도 음성군,36.940282,127.690487,KOR_HB_Jungwon.AB.471250_TMYx.2009-2023,37.0167,127.8833,'09-'23,Jungwon.AB,471250,127,2018,2023,2023
충청북도 단양군,36.984539,128.365589,KOR_KW_Yeongwol.WS.471210_TMYx.2009-2023,37.1814,128.4575,'09-'23,Yeongwol.WS,471210,272,2018,2023,2023
충청남도 천안시,36.815147,127.113892,KOR_HN_Cheonan.471450_TMYx.2009-2023,36.7625,127.2928,'09-'23,Cheonan,471450,232,2018,2023,2023
충청남도 공주시,36.446556,127.11904,KOR_HN_Gongju.692214_TMYx.2009-2023,36.5,127.2,'09-'23,Gongju,692214,239,2018,2023,2023
충청남도 보령시,36.333452,126.612803,KOR_HN_Boryeong.471500_TMYx.2009-2023,36.3272,126.5575,'09-'23,Boryeong,471500,235,2018,2023,2023
충청남도 아산시,36.790013,127.002474,KOR_KG_Pyeongtaek.AP.471270_TMYx.2009-2023,36.967,127.033,'09-'23,Pyeongtaek.AP,471270,232,2018,2023,2023
충청남도 서산시,36.7849216,126.4502766,KOR_HN_Seosan.WS.471290_TMYx.2009-2023,36.7767,126.4939,'09-'23,Seosan.WS,471290,129,2018,2023,2023
충청남도 논산시,36.1872399,127.0986227,KOR_TJ_Daejeon.WS.471330_TMYx.2009-2023,36.3719,127.3722,'09-'23,Daejeon.WS,471330,236,2018,2023,2023
충청남도 계룡시,36.274554,127.248633,KOR_TJ_Daejeon.WS.471330_TMYx.2009-2023,36.3719,127.3722,'09-'23,Daejeon.WS,471330,133,2018,2023,2023
충청남도 당진시,36.8899744,126.6459003,KOR_HN_Seosan.WS.471290_TMYx.2009-2023,36.7767,126.4939,'09-'23,Seosan.WS,471290,129,2018,2023,2023
충청남도 금산군,36.108857,127.488213,KOR_HN_Geumsan.692244_TMYx.2009-2023,36.1052,127.4828,'09-'23,Geumsan,692244,238,2018,2023,2023
충청남도 부여군,36.275658,126.909775,KOR_HN_Boryeong.471500_TMYx.2009-2023,36.3272,126.5575,'09-'23,Boryeong,471500,236,2018,2023,2023
충청남도 서천군,36.080286,126.6917418,KOR_CB_Gunsan.471400_TMYx.2009-2023,36.0053,126.7614,'09-'23,Gunsan,471400,140,2018,2023,2023
충청남도 청양군,36.459151,126.802238,KOR_HN_Boryeong.471500_TMYx.2009-2023,36.3272,126.5575,'09-'23,Boryeong,471500,236,2018,2023,2023
충청남도 홍성군,36.601324,126.660775,KOR_HN_Seosan.WS.471290_TMYx.2009-2023,36.7767,126.4939,'09-'23,Seosan.WS,471290,177,2018,2023,2023
충청남도 예산군,36.6808995,126.8447382,KOR_HN_Seosan.WS.471290_TMYx.2009-2023,36.7767,126.4939,'09-'23,Seosan.WS,471290,177,2018,2023,2023
충청남도 태안군,36.74561,126.297913,KOR_HN_Seosan.WS.471290_TMYx.2009-2023,36.7767,126.4939,'09-'23,Seosan.WS,471290,129,2018,2023,2023
전라북도 전주시,35.824171,127.14805,KOR_CB_Jeonju.471460_TMYx.2009-2023,35.8408,127.1172,'09-'23,Jeonju,471460,146,2018,2023,2023
전라북도 군산시,35.9676263,126.736875,KOR_CB_Gunsan.471400_TMYx.2009-2023,36.0053,126.7614,'09-'23,Gunsan,471400,140,2018,2023,2023
전라북도 익산시,35.948295,126.957786,KOR_CB_Jeonju.471460_TMYx.2009-2023,35.8408,127.1172,'09-'23,Jeonju,471460,146,2018,2023,2023
전라북도 정읍시,35.569867,126.856038,KOR_CB_Jeongeup.471710_TMYx.2009-2023,35.563,126.8392,'09-'23,Jeongeup,471710,245,2018,2023,2023
전라북도 남원시,35.416432,127.390438,KOR_CB_Namwon.471730_TMYx.2009-2023,35.4214,127.3964,'09-'23,Namwon,471730,247,2018,2023,2023
전라북도 김제시,35.8035917,126.8808375,KOR_CB_Jeonju.471460_TMYx.2009-2023,35.8408,127.1172,'09-'23,Jeonju,471460,243,2018,2023,2023
전라북도 완주군,35.904708,127.162019,KOR_CB_Jeonju.471460_TMYx.2009-2023,35.8408,127.1172,'09-'23,Jeonju,471460,146,2018,2023,2023
전라북도 진안군,35.7917621,127.424875,KOR_CB_Jeonju.471460_TMYx.2009-2023,35.8408,127.1172,'09-'23,Jeonju,471460,248,2018,2023,2023
전라북도 무주군,36.00681,127.660818,KOR_HN_Geumsan.692244_TMYx.2009-2023,36.1052,127.4828,'09-'23,Geumsan,692244,238,2018,2023,2023
전라북도 장수군,35.647366,127.5215208,KOR_CB_Namwon.471730_TMYx.2009-2023,35.4214,127.3964,'09-'23,Namwon,471730,248,2018,2023,2023
전라북도 임실군,35.6178286,127.2890774,KOR_CB_Namwon.471730_TMYx.2009-2023,35.4214,127.3964,'09-'23,Namwon,471730,244,2018,2023,2023
전라북도 순창군,35.374476,127.137489,KOR_CB_Namwon.471730_TMYx.2009-2023,35.4214,127.3964,'09-'23,Namwon,471730,254,2018,2023,2023
전라북도 고창군,35.435836,126.701973,KOR_CB_Gochang.471720_TMYx.2009-2023,35.3489,126.5989,'09-'23,Gochang,471720,251,2018,2023,2023
전라북도 부안군,35.731755,126.733199,KOR_CB_Jeongeup.471710_TMYx.2009-2023,35.563,126.8392,'09-'23,Jeongeup,471710,243,2018,2023,2023
전라남도 목포시,34.811875,126.3923375,KOR_CN_Mokpo.471650_TMYx.2009-2023,34.8169,126.3811,'09-'23,Mokpo,471650,165,2018,2023,2023
전라남도 여수시,34.760425,127.662313,KOR_CN_Yeosu.Obs.471680_TMYx.2009-2023,34.7392,127.7406,'09-'23,Yeosu.Obs,471680,168,2018,2023,2023
전라남도 순천시,34.9506984,127.487243,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023,35.0203,127.3694,'09-'23,Suncheon.WS,471740,174,2018,2023,2023
전라남도 나주시,35.015814,126.710814,KOR_KJ_Gwangju.AP.471580_TMYx.2009-2023,35.126,126.809,'09-'23,Gwangju.AP,471580,156,2018,2023,2023
전라남도 광양시,34.9406575,127.6958987,KOR_CN_Yeosu.AP.471670_TMYx.2009-2023,34.8333,127.6167,'09-'23,Yeosu.AP,471670,266,2018,2023,2023
전라남도 담양군,35.321175,126.988175,KOR_KJ_Gwangju.471560_TMYx.2009-2023,35.1731,126.8917,'09-'23,Gwangju,471560,254,2018,2023,2023
전라남도 곡성군,35.2820169,127.2919779,KOR_CB_Namwon.471730_TMYx.2009-2023,35.4214,127.3964,'09-'23,Namwon,471730,254,2018,2023,2023
전라남도 구례군,35.2025096,127.4629375,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023,35.0203,127.3694,'09-'23,Suncheon.WS,471740,174,2018,2023,2023
전라남도 고흥군,34.6047049,127.275507,KOR_CN_Yeosu.AP.471670_TMYx.2009-2023,34.8333,127.6167,'09-'23,Yeosu.AP,471670,262,2018,2023,2023
전라남도 보성군,34.771458,127.080088,KOR_CN_Suncheon.WS.471740_TMYx.2009-2023,35.0203,127.3694,'09-'23,Suncheon.WS,471740,258,2018,2023,2023
전라남도 화순군,35.0645238,126.9864771,KOR_KJ_Gwangju.471560_TMYx.2009-2023,35.1731,126.8917,'09-'23,Gwangju,471560,156,2018,2023,2023
전라남도 장흥군,34.681622,126.9070507,KOR_CN_Wando.WS.471700_TMYx.2009-2023,34.3958,126.7019,'09-'23,Wando.WS,471700,260,2018,2023,2023
전라남도 강진군,34.64209,126.7672,KOR_CN_Wando.WS.471700_TMYx.2009-2023,34.3958,126.7019,'09-'23,Wando.WS,471700,259,2018,2023,2023
전라남도 해남군,34.573558,126.599225,KOR_CN_Wando.WS.471700_TMYx.2009-2023,34.3958,126.7019,'09-'23,Wando.WS,471700,261,2018,2023,2023
전라남도 영암군,34.8001638,126.6967961,KOR_CN_Mokpo.471650_TMYx.2009-2023,34.8169,126.3811,'09-'23,Mokpo,471650,259,2018,2023,2023
전라남도 무안군,34.9904886,126.4817117,KOR_CN_Muan.Intl.AP.471630_TMYx.2009-2023,34.9833,126.3833,'09-'23,Muan.Intl.AP,471630,165,2018,2023,2023
전라남도 함평군,35.065929,126.5165816,KOR_CN_Muan.Intl.AP.471630_TMYx.2009-2023,34.9833,126.3833,'09-'23,Muan.Intl.AP,471630,252,2018,2023,2023
전라남도 영광군,35.2772127,126.5120143,KOR_CB_Gochang.471720_TMYx.2009-2023,35.3489,126.5989,'09-'23,Gochang,471720,252,2018,2023,2023
전라남도 장성군,35.301943,126.784814,KOR_KJ_Gwangju.471560_TMYx.2009-2023,35.1731,126.8917,'09-'23,Gwangju,471560,251,2018,2023,2023
전라남도 완도군,34.3110391,126.7548524,KOR_CN_Wando.WS.471700_TMYx.2009-2023,34.3958,126.7019,'09-'23,Wando.WS,471700,170,2018,2023,2023
전라남도 진도군,34.486818,126.263475,KOR_CN_Jindo.WS.471750_TMYx.2009-2023,34.4722,126.3239,'09-'23,Jindo.WS,471750,268,2018,2023,2023
전라남도 신안군,34.833626,126.351124,KOR_CN_Mokpo.471650_TMYx.2009-2023,34.8169,126.3811,'09-'23,Mokpo,471650,165,2018,2023,2023
경상북도 포항시,36.0190333,129.3433898,KOR_KB_Pohang.WS.471380_TMYx.2009-2023,36.0319,129.38,'09-'23,Pohang.WS,471380,138,2018,2023,2023
경상북도 경주시,35.856242,129.224784,KOR_KB_Pohang.AP.471390_TMYx.2009-2023,35.988,129.42,'09-'23,Pohang.AP,471390,283,2018,2023,2023
경상북도 김천시,36.1397714,128.1136148,KOR_HB_Chupungnyeong.471350_TMYx.2009-2023,36.2203,127.9944,'09-'23,Chupungnyeong,471350,135,2018,2023,2023
경상북도 안동시,36.568425,128.7295375,KOR_KB_Andong.WS.471360_TMYx.2009-2023,36.5731,128.7072,'09-'23,Andong.WS,471360,136,2018,2023,2023
경상북도 구미시,36.1195987,128.3443,KOR_KB_Gumi.471540_TMYx.2009-2023,36.1306,128.3206,'09-'23,Gumi,471540,279,2018,2023,2023
경상북도 영주시,36.805667,128.624063,KOR_KB_Andong.WS.471360_TMYx.2009-2023,36.5731,128.7072,'09-'23,Andong.WS,471360,272,2018,2023,2023
경상북도 영천시,35.97326,128.938613,KOR_TG_Daegu.Intl.AP.471420_TMYx.2009-2023,35.8833,128.6667,'09-'23,Daegu.Intl.AP,471420,281,2018,2023,2023
경상북도 상주시,36.411002,128.159229,KOR_KB_Sangju.WS.471370_TMYx.2009-2023,36.4083,128.1575,'09-'23,Sangju.WS,471370,137,2018,2023,2023
경상북도 문경시,36.586522,128.186787,KOR_KB_Yecheon.AP.471340_TMYx.2009-2023,36.632,128.355,'09-'23,Yecheon.AP,471340,273,2018,2023,2023
경상북도 경산시,35.82509,128.741201,KOR_TG_Daegu.471430_TMYx.2009-2023,35.8283,128.6522,'09-'23,Daegu,471430,143,2018,2023,2023
경상북도 의성군,36.3527158,128.6971711,KOR_KB_Andong.WS.471360_TMYx.2009-2023,36.5731,128.7072,'09-'23,Andong.WS,471360,278,2018,2023,2023
경상북도 청송군,36.4362793,129.0571263,KOR_KB_Andong.WS.471360_TMYx.2009-2023,36.5731,128.7072,'09-'23,Andong.WS,471360,276,2018,2023,2023
경상북도 영양군,36.6667174,129.1123839,KOR_KB_Andong.WS.471360_TMYx.2009-2023,36.5731,128.7072,'09-'23,Andong.WS,471360,276,2018,2023,2023
경상북도 영덕군,36.415034,129.365267,KOR_KB_Pohang.WS.471380_TMYx.2009-2023,36.0319,129.38,'09-'23,Pohang.WS,471380,277,2018,2023,2023
경상북도 청도군,35.647399,128.733988,KOR_KB_Cheongdo.693414_TMYx.2009-2023,35.65,128.75,'09-'23,Cheongdo,693414,288,2018,2023,2023
경상북도 고령군,35.725968,128.262688,KOR_TG_Camp.Walker-Daegu.471425_TMYx.2009-2023,35.85,128.583,'09-'23,Camp.Walker-Daegu,471425,285,2018,2023,2023
경상북도 성주군,35.919175,128.282959,KOR_KB_Gumi.471540_TMYx.2009-2023,36.1306,128.3206,'09-'23,Gumi,471540,279,2018,2023,2023
경상북도 칠곡군,35.9955753,128.401679,KOR_KB_Gumi.471540_TMYx.2009-2023,36.1306,128.3206,'09-'23,Gumi,471540,279,2018,2023,2023
경상북도 예천군,36.6468844,128.4373552,KOR_KB_Yecheon.AP.471340_TMYx.2009-2023,36.632,128.355,'09-'23,Yecheon.AP,471340,136,2018,2023,2023
경상북도 봉화군,36.893114,128.732503,KOR_KW_Taebaek.Provincial.Park.471223_TMYx.2009-2023,37.1212,128.9079,'09-'23,Taebaek.Provincial.Park,471223,271,2018,2023,2023
경상북도 울진군,36.993087,129.400394,KOR_KB_Uljin.WS.471300_TMYx.2009-2023,36.9917,129.4128,'09-'23,Uljin.WS,471300,130,2018,2023,2023
경상북도 울릉군,37.484455,130.905697,KOR_KB_Ulleungdo.WS.471150_TMYx.2009-2023,37.4814,130.8986,'09-'23,Ulleungdo.WS,471150,115,2018,2023,2023
경상남도 창원시,35.2278771,128.6818746,KOR_KN_Changwon.471550_TMYx.2009-2023,35.1703,128.5728,'09-'23,Changwon,471550,255,2018,2023,2023
경상남도 진주시,35.180325,128.107646,KOR_KN_Jinju.WS.471920_TMYx.2009-2023,35.1639,128.04,'09-'23,Jinju.WS,471920,192,2018,2023,2023
경상남도 통영시,34.85439,128.433112,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023,34.8456,128.4356,'09-'23,Tongyeong.WS,471620,162,2018,2023,2023
경상남도 사천시,35.0034774,128.0638649,KOR_KN_Sacheon.AB.471610_TMYx.2009-2023,35.089,128.07,'09-'23,Sacheon.AB,471610,192,2018,2023,2023
경상남도 김해시,35.228574,128.889322,KOR_PU_Busan-Gimhae.Intl.AP.471530_TMYx.2009-2023,35.18,128.938,'09-'23,Busan-Gimhae.Intl.AP,471530,253,2018,2023,2023
경상남도 밀양시,35.503856,128.746712,KOR_KB_Cheongdo.693414_TMYx.2009-2023,35.65,128.75,'09-'23,Cheongdo,693414,288,2018,2023,2023
경상남도 거제시,34.8804572,128.6211703,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023,34.8456,128.4356,'09-'23,Tongyeong.WS,471620,294,2018,2023,2023
경상남도 양산시,35.335049,129.037339,KOR_PU_Busan-Gimhae.Intl.AP.471530_TMYx.2009-2023,35.18,128.938,'09-'23,Busan-Gimhae.Intl.AP,471530,257,2018,2023,2023
경상남도 의령군,35.3222239,128.261676,KOR_KN_Jinju.WS.471920_TMYx.2009-2023,35.1639,128.04,'09-'23,Jinju.WS,471920,263,2018,2023,2023
경상남도 함안군,35.272315,128.406595,KOR_KN_Changwon.471550_TMYx.2009-2023,35.1703,128.5728,'09-'23,Changwon,471550,263,2018,2023,2023
경상남도 창녕군,35.544611,128.492346,KOR_KB_Cheongdo.693414_TMYx.2009-2023,35.65,128.75,'09-'23,Cheongdo,693414,288,2018,2023,2023
경상남도 고성군,34.9730975,128.3222643,KOR_KN_Tongyeong.WS.471620_TMYx.2009-2023,34.8456,128.4356,'09-'23,Tongyeong.WS,471620,162,2018,2023,2023
경상남도 남해군,34.837707,127.892475,KOR_CN_Yeosu.Obs.471680_TMYx.2009-2023,34.7392,127.7406,'09-'23,Yeosu.Obs,471680,295,2018,2023,2023
경상남도 하동군,35.067333,127.751275,KOR_KN_Jinju.WS.471920_TMYx.2009-2023,35.1639,128.04,'09-'23,Jinju.WS,471920,266,2018,2023,2023
경상남도 산청군,35.415557,127.873458,KOR_KN_Geochang.WS.471570_TMYx.2009-2023,35.6674,127.91,'09-'23,Geochang.WS,471570,289,2018,2023,2023
경상남도 함양군,35.520536,127.725245,KOR_KN_Geochang.WS.471570_TMYx.2009-2023,35.6674,127.91,'09-'23,Geochang.WS,471570,264,2018,2023,2023
경상남도 거창군,35.686698,127.909538,KOR_KN_Geochang.WS.471570_TMYx.2009-2023,35.6674,127.91,'09-'23,Geochang.WS,471570,284,2018,2023,2023
경상남도 합천군,35.56666,128.165799,KOR_KN_Geochang.WS.471570_TMYx.2009-2023,35.6674,127.91,'09-'23,Geochang.WS,471570,285,2018,2023,2023
제주특별자치도 제주시,33.499568,126.531138,KOR_CJ_Jeju.WS.471840_TMYx.2009-2023,33.5142,126.5297,'09-'23,Jeju.WS,471840,184,2018,2023,2023
제주특별자치도 서귀포시,33.253925,126.5597875,KOR_CJ_Seogwipo.471890_TMYx.2009-2023,33.2461,126.5653,'09-'23,Seogwipo,471890,189,2018,2023,2023
